"Gene_A"	"Gene_B"
"CACNA1A"	"EIF3A"
"CACNA1A"	"CRMP1"
"CACNA1A"	"BTG3"
"CACNA1A"	"LTBP1"
"CACNA1A"	"LLGL1"
"CACNA1A"	"TSC22D1"
"CACNA1A"	"MIA3"
"CACNA1A"	"Q5SPZ4"
"CACNA1A"	"HECW1"
"CACNA1A"	"ARHGAP22"
"CACNA1A"	"MEGF8"
"CACNA1A"	"AMIGO2"
"CACNA1A"	"NOXA1"
"CACNA1A"	"NELFCD"
"CACNA1A"	"RBM12B"
"CACNA1A"	"ABI1"
"CACNA1A"	"VPS52"
"CACNA1A"	"LTBP4"
"CACNA1A"	"SUMF2"
"CACNA1A"	"OLIG1"
"CACNA1A"	"IP6K1"
"CACNA1A"	"TAF15"
"CACNA1A"	"PCSK5"
"CACNA1A"	"NELL1"
"CACNA1A"	"PMM1"
"CACNA1A"	"KIAA1191"
"CACNA1A"	"MOAP1"
"CACNA1A"	"AP2M1"
"CACNA1A"	"WBP1"
"CACNA1A"	"EHMT2"
"CACNA1A"	"NELL2"
"CACNA1A"	"TUBB2B"
"CACNA1A"	"C1QTNF1"
"CACNA1A"	"ABCA2"
"CACNA1A"	"PPP1R12C"
"CACNA1A"	"HHATL"
"CACNA1A"	"ZCCHC17"
"CACNA1A"	"MANBAL"
"CACNA1A"	"LTBP3"
"CACNA1A"	"CRIM1"
"CACNA1A"	"PUF60"
"CACNA1A"	"JAG2"
"CACNA1A"	"TELO2"
"SDCBP"	"TRIM38"
"SDCBP"	"CDIPT"
"SDCBP"	"HMGB3"
"SDCBP"	"FOXP2"
"SDCBP"	"PSTPIP1"
"SDCBP"	"SULT1B1"
"SDCBP"	"SSNA1"
"SDCBP"	"ZBTB14"
"SDCBP"	"FZD7"
"SDCBP"	"PRPF40A"
"SDCBP"	"HSBP1"
"SDCBP"	"CBR3"
"SDCBP"	"KLHL2"
"SDCBP"	"KCNH1"
"SDCBP"	"TNFAIP8"
"SDCBP"	"NADK"
"SDCBP"	"LDOC1"
"SDCBP"	"MBD3"
"SDCBP"	"HPRT1"
"SDCBP"	"TGFA"
"SDCBP"	"CRYAA"
"SDCBP"	"FTL"
"SDCBP"	"FTH1"
"SDCBP"	"LGALS2"
"SDCBP"	"HNRNPC"
"SDCBP"	"CT45A5"
"SDCBP"	"CT45A10"
"SDCBP"	"COX4I1"
"SDCBP"	"RNH1"
"SDCBP"	"TRIM27"
"SDCBP"	"HIVEP1"
"SDCBP"	"KRTAP5-9"
"SDCBP"	"SDC4"
"SDCBP"	"CDA"
"SDCBP"	"DCTD"
"SDCBP"	"RPL22"
"SDCBP"	"TDO2"
"SDCBP"	"CDC34"
"SDCBP"	"UBE2A"
"SDCBP"	"HOXA1"
"SDCBP"	"CLK2"
"SDCBP"	"CLK3"
"SDCBP"	"NT5C2"
"SDCBP"	"SMARCA2"
"SDCBP"	"KRTAP10-3"
"SDCBP"	"KRTAP10-7"
"SDCBP"	"LSM6"
"SDCBP"	"PSMC6"
"SDCBP"	"SET"
"SDCBP"	"IL5RA"
"SDCBP"	"PTS"
"SDCBP"	"REL"
"SDCBP"	"SRSF11"
"SDCBP"	"TLE5"
"SDCBP"	"TFCP2"
"SDCBP"	"TRIM32"
"SDCBP"	"CALCOCO2"
"SDCBP"	"MAD2L1"
"SDCBP"	"IKZF1"
"SDCBP"	"MYBPC2"
"SDCBP"	"RBM39"
"SDCBP"	"DMC1"
"SDCBP"	"GNMT"
"SDCBP"	"DRAP1"
"SDCBP"	"ELAVL1"
"SDCBP"	"SRSF7"
"SDCBP"	"RTN1"
"SDCBP"	"TKFC"
"SDCBP"	"CEP55"
"SDCBP"	"KLHL12"
"SDCBP"	"PYCR3"
"SDCBP"	"RUNDC3A"
"SDCBP"	"MTUS2"
"SDCBP"	"BCL2L15"
"SDCBP"	"PDE4DIP"
"SDCBP"	"KHDRBS2"
"SDCBP"	"CCDC102B"
"SDCBP"	"ANKRD40"
"SDCBP"	"NKAPD1"
"SDCBP"	"KCTD1"
"SDCBP"	"KCTD9"
"SDCBP"	"NOTCH2NLA"
"SDCBP"	"NECAB2"
"SDCBP"	"SIAH1"
"SDCBP"	"HOMEZ"
"SDCBP"	"PHC2"
"SDCBP"	"CCDC36"
"SDCBP"	"FAM9B"
"SDCBP"	"GPATCH11"
"SDCBP"	"EIF1AD"
"SDCBP"	"SREK1IP1"
"SDCBP"	"CBY2"
"SDCBP"	"PRPF38A"
"SDCBP"	"INO80E"
"SDCBP"	"KCTD6"
"SDCBP"	"PNMA1"
"SDCBP"	"FLAD1"
"SDCBP"	"CT45A3"
"SDCBP"	"ZCCHC10"
"SDCBP"	"ENOX1"
"SDCBP"	"TMEM239"
"SDCBP"	"EDARADD"
"SDCBP"	"ANP32B"
"SDCBP"	"OSTF1"
"SDCBP"	"TEKT1"
"SDCBP"	"ZBTB8A"
"SDCBP"	"ENTR1"
"SDCBP"	"TIFA"
"SDCBP"	"CMTM5"
"SDCBP"	"DTNBP1"
"SDCBP"	"APIP"
"SDCBP"	"REEP6"
"SDCBP"	"MRFAP1L1"
"SDCBP"	"EAF1"
"SDCBP"	"FAM118B"
"SDCBP"	"TRIM54"
"SDCBP"	"EIF5A2"
"SDCBP"	"C11ORF68"
"SDCBP"	"CDCP1"
"SDCBP"	"DCTPP1"
"SDCBP"	"ROPN1"
"SDCBP"	"ZCCHC17"
"SDCBP"	"MED4"
"SDCBP"	"RIC8A"
"SDCBP"	"LZTFL1"
"SDCBP"	"CUTC"
"SDCBP"	"FAM118A"
"SDCBP"	"THG1L"
"SDCBP"	"C1ORF109"
"SDCBP"	"ABI2"
"SDCBP"	"PRR13"
"SDCBP"	"CGGBP1"
"SDCBP"	"SEPTIN3"
"SDCBP"	"PUF60"
"SDCBP"	"NAGK"
"SDCBP"	"MID2"
"SDCBP"	"PNMA2"
"SDCBP"	"CADPS"
"SDCBP"	"MAPRE3"
"SDCBP"	"WASHC3"
"SDCBP"	"RNF11"
"SDCBP"	"HEL-S-25"
"SDCBP"	"HEL-S-182MP"
"PITPNM1"	"TFCP2"
"MPHOSPH10"	"PPP1CA"
"NOP56"	"DHX15"
"NOP56"	"NEMF"
"NOP56"	"RSL1D1"
"NOP56"	"RPS2"
"NOP56"	"RPL7"
"NOP56"	"FBL"
"NOP56"	"RPS3"
"NOP56"	"RPL4"
"NOP56"	"NOP2"
"NOP56"	"RPL5"
"NOP56"	"SNU13"
"NOP56"	"RPS7"
"NOP56"	"RPS15A"
"NOP56"	"RPS4X"
"NOP56"	"RPS6"
"NOP56"	"RPS24"
"NOP56"	"RPL11"
"NOP56"	"RPL6"
"NOP56"	"DHX9"
"NOP56"	"TBL3"
"NOP56"	"NOLC1"
"NOP56"	"GLYR1"
"NOP56"	"FTSJ3"
"NOP56"	"WDR36"
"NOP56"	"BRIX1"
"NOP56"	"ESR2"
"NOP56"	"POP1"
"NOP56"	"EBNA1BP2"
"NOP56"	"UTP14A"
"NOP56"	"GNL3"
"NOP56"	"GTPBP4"
"NOP56"	"DDX24"
"NOP56"	"NOL6"
"NOP56"	"DDX18"
"NOP56"	"NOP58"
"DDX3X"	"EIF3D"
"DDX3X"	"HNRNPR"
"DDX3X"	"SYNCRIP"
"DDX3X"	"HLA-B"
"DDX3X"	"EIF2S1"
"DDX3X"	"EIF4E"
"DDX3X"	"PABPC1"
"DDX3X"	"IMPDH1"
"DDX3X"	"RPS3"
"DDX3X"	"RPS11"
"DDX3X"	"YBX1"
"DDX3X"	"IKBKE"
"DDX3X"	"PCID2"
"DDX3X"	"ZNF512B"
"DDX3X"	"EIF3C"
"CCL21"	"GOT2"
"CCL21"	"CCR7"
"CCL21"	"UBQLN4"
"ACKR2"	"CREB3"
"FCN1"	"PTX3"
"PEX12"	"PEX10"
"PEX12"	"PEX19"
"PEX12"	"PEX5"
"PIR"	"SMAD9"
"CCL22"	"CRYAB"
"CCL22"	"DPP4"
"CCL22"	"GCLC"
"CCL22"	"RELB"
"CCL22"	"HERC3"
"PEX7"	"KDM1A"
"PEX7"	"PEX5"
"PEX7"	"PRMT6"
"PEX7"	"NUDC"
"KPNA4"	"HNRNPC"
"KPNA4"	"KPNA2"
"KPNA4"	"RAC1"
"KPNA4"	"HSF1"
"KPNA4"	"HDAC1"
"KPNA4"	"KPNB1"
"KPNA4"	"CYHR1"
"KPNA4"	"RANBP3"
"KPNA4"	"MAT2B"
"KPNA4"	"NUP50"
"KPNA4"	"PLAA"
"SLN"	"SYNE4"
"SLN"	"CCDC155"
"SLN"	"TMEM79"
"TRIM38"	"EIF1B"
"TRIM38"	"HSPA1A"
"TRIM38"	"HSPA1B"
"TRIM38"	"HSPA8"
"TRIM38"	"RFC5"
"TRIM38"	"ATXN1"
"TRIM38"	"HSPA2"
"TRIM38"	"STXBP1"
"TRIM38"	"UBE2I"
"TRIM38"	"FLJ13057"
"TRIM38"	"UBE2U"
"TRIM38"	"GC20"
"TRIM38"	"GMCL1"
"TRIM38"	"GORASP2"
"TRIM38"	"TSPYL4"
"E2F3"	"RB1"
"E2F3"	"MYBL2"
"E2F3"	"TFDP2"
"PPP6C"	"ANKRD28"
"PPP6C"	"PPP6R2"
"PPP6C"	"TIPRL"
"PPP6C"	"TGFBR1"
"PPP6C"	"IGBP1"
"PPP6C"	"PPP6R3"
"PPP6C"	"ANKRD44"
"PPP6C"	"ANKRD52"
"PPP6C"	"PPP6R1"
"NME4"	"SOCS3"
"NME4"	"LSM8"
"NME4"	"NME1"
"NME4"	"NME2"
"NME4"	"HTT"
"NME4"	"TRIP13"
"NME4"	"CLNK"
"NME4"	"TNS4"
"NME4"	"SUV39H2"
"PIK3C2B"	"EGFR"
"PIK3C2B"	"NCK1"
"PIK3C2B"	"PIK3R1"
"PIK3C2B"	"GRB2"
"PIK3C2B"	"ITSN1"
"PIK3C2B"	"ITSN2"
"MAN2B1"	"SMAD9"
"WNT7A"	"NOTUM"
"WNT7A"	"STRN4"
"WNT7A"	"WIF1"
"FBP2"	"FBP1"
"FBP2"	"CHD3"
"UBE2C"	"KLHL2"
"UBE2C"	"ENO2"
"UBE2C"	"UBA1"
"UBE2C"	"CXCR1"
"UBE2C"	"TNNC1"
"UBE2C"	"MAPK7"
"UBE2C"	"UBE2V1"
"UBE2C"	"PCGF3"
"UBE2C"	"DTX1"
"UBE2C"	"RANBP9"
"UBE2C"	"EBNA1BP2"
"UBE2C"	"ANAPC2"
"DLGAP1"	"ABL1"
"DLGAP1"	"FYN"
"DLGAP1"	"SRC"
"DLGAP1"	"NCK1"
"DLGAP1"	"PLCG1"
"DLGAP1"	"PIK3R1"
"DLGAP1"	"CRK"
"DLGAP1"	"GRB2"
"DLGAP1"	"DYNLL1"
"DLGAP1"	"DLG4"
"DLGAP1"	"DLG1"
"DLGAP1"	"ITSN1"
"DLGAP1"	"DYNLL2"
"DLGAP1"	"ITSN2"
"DLGAP1"	"SHANK1"
"SH2B2"	"ERBB2"
"SH2B2"	"INSR"
"SH2B2"	"MET"
"SH2B2"	"CBL"
"PLPP1"	"CREB3"
"PLPP1"	"FAHD1"
"ARID1A"	"SMARCA2"
"ARID1A"	"SMARCA4"
"ARID1A"	"SMARCB1"
"ARID1A"	"SS18"
"ARID1A"	"SMARCD3"
"ARID1A"	"ARID1B"
"ARID1A"	"SMARCC2"
"ARID1A"	"SMARCC1"
"ARID1A"	"SMARCD2"
"ARID1A"	"SMARCE1"
"ARID1A"	"SMARCD1"
"BHLHE40"	"SOX15"
"BHLHE40"	"DAB1"
"BHLHE40"	"CCNK"
"BHLHE40"	"RHOBTB3"
"BHLHE40"	"TP53"
"BHLHE40"	"ENO1"
"BHLHE40"	"VIM"
"BHLHE40"	"COX5B"
"BHLHE40"	"HIVEP1"
"BHLHE40"	"PDE6G"
"BHLHE40"	"FBLN1"
"BHLHE40"	"CALML3"
"BHLHE40"	"STK19"
"BHLHE40"	"TLE5"
"BHLHE40"	"EHHADH"
"BHLHE40"	"VAC14"
"BHLHE40"	"CHD3"
"BHLHE40"	"PRKAA1"
"BHLHE40"	"AAMP"
"BHLHE40"	"TOB2"
"BHLHE40"	"SETDB1"
"BHLHE40"	"AANAT"
"BHLHE40"	"TTC23"
"BHLHE40"	"CDPF1"
"BHLHE40"	"LARP4"
"BHLHE40"	"RBM23"
"BHLHE40"	"SMYD1"
"BHLHE40"	"GMCL2"
"BHLHE40"	"RBPMS"
"BHLHE40"	"APH1A"
"BHLHE40"	"PLEKHB2"
"BHLHE40"	"NOC4L"
"BHLHE40"	"NAA50"
"BHLHE40"	"TOLLIP"
"BHLHE40"	"RHOJ"
"BHLHE40"	"BRD7"
"BHLHE40"	"RBFOX1"
"BHLHE40"	"TXNL4B"
"BHLHE40"	"ZHX1"
"BHLHE40"	"MAGED1"
"BHLHE40"	"NUMBL"
"SOCS2"	"PLA2G1B"
"SOCS2"	"MET"
"SOCS2"	"KIT"
"SOCS2"	"GHR"
"SOCS2"	"EPOR"
"SOCS2"	"BMI1"
"SOCS2"	"ARFIP2"
"SOCS2"	"TPD52"
"SOCS2"	"PTK2"
"SOCS2"	"ELOC"
"SOCS2"	"ELOB"
"SOCS2"	"DKFZP666O0110"
"SOCS2"	"CUL5"
"SOCS7"	"NCK1"
"NCKAP5"	"ABL1"
"NCKAP5"	"FYN"
"NCKAP5"	"NCK1"
"NCKAP5"	"APC"
"NCKAP5"	"VAV2"
"NCKAP5"	"GRB2"
"ADGRB1"	"ERBB2"
"ADGRB1"	"ELMO1"
"CDK2AP1"	"CHD3"
"CDK2AP1"	"HDAC1"
"CDK2AP1"	"CHD4"
"CDK2AP1"	"ZNF420"
"CDK2AP1"	"HDAC2"
"CDK2AP1"	"MRFAP1L1"
"CDK2AP1"	"CCDC136"
"AQP7"	"SLC5A8"
"FCHO1"	"ACVR1"
"FCHO1"	"ZBTB16"
"FCHO1"	"PTK6"
"FCHO1"	"LGALS14"
"FCHO1"	"SMURF1"
"FCHO1"	"EXOSC5"
"TXNDC9"	"KLF11"
"TXNDC9"	"PCF11"
"TXNDC9"	"ELP1"
"TXNDC9"	"CCDC172"
"TXNDC9"	"TRIM27"
"TXNDC9"	"MYOG"
"TXNDC9"	"PTN"
"TXNDC9"	"MAGEA6"
"TXNDC9"	"CHD3"
"TXNDC9"	"SETDB1"
"TXNDC9"	"IMMT"
"TXNDC9"	"Q5JTR5"
"TXNDC9"	"C1ORF94"
"TXNDC9"	"C3ORF62"
"TXNDC9"	"PNMA1"
"TXNDC9"	"CEP76"
"TXNDC9"	"DYDC1"
"TXNDC9"	"EXOSC8"
"TXNDC9"	"FEZ1"
"TXNDC9"	"CEP126"
"TXNDC9"	"GIT1"
"DPYSL4"	"TRIP13"
"DPYSL4"	"DPYSL2"
"DPYSL4"	"PTPRO"
"DPYSL4"	"RBPMS"
"DPYSL4"	"SH3GL1"
"DPYSL4"	"SH3GL2"
"DPYSL4"	"SH3GL3"
"SOCS3"	"PDPK1"
"SOCS3"	"JAK2"
"SOCS3"	"EGFR"
"SOCS3"	"INSR"
"SOCS3"	"YES1"
"SOCS3"	"MET"
"SOCS3"	"AR"
"SOCS3"	"KIT"
"SOCS3"	"HIVEP1"
"SOCS3"	"JAK1"
"SOCS3"	"YWHAQ"
"SOCS3"	"RBMX"
"SOCS3"	"GFRA1"
"SOCS3"	"RPL7A"
"SOCS3"	"PTK2"
"SOCS3"	"TRDN"
"SOCS3"	"BIK"
"SOCS3"	"GAB1"
"SOCS3"	"PIN1"
"SOCS3"	"MAPK11"
"SOCS3"	"MAPK6"
"SOCS3"	"TXNDC11"
"SOCS3"	"KIAA1958"
"SOCS3"	"RNF31"
"SOCS3"	"SH2D2A"
"SOCS3"	"TES"
"SOCS3"	"TFR2"
"SOCS6"	"FRS3"
"SOCS6"	"KDM1A"
"SOCS6"	"EGFR"
"SOCS6"	"HSP90AB1"
"SOCS6"	"MET"
"SOCS6"	"AR"
"SOCS6"	"KIT"
"SOCS6"	"TGFBR1"
"SOCS6"	"CRK"
"SOCS6"	"UBE2I"
"SOCS6"	"RELA"
"SOCS6"	"ACVR1"
"SOCS6"	"EFEMP1"
"SOCS6"	"GAB1"
"SOCS6"	"AMOT"
"SOCS6"	"CLNK"
"SOCS6"	"ZMIZ2"
"SOCS6"	"LNX1"
"SOCS6"	"PIK3R3"
"SOCS6"	"WDR89"
"SOCS6"	"SMURF2"
"SOCS6"	"APPL1"
"TRAFD1"	"HTT"
"TRAFD1"	"NGLY1"
"COX7A2L"	"MAGEA11"
"GAPDHS"	"SH3BP4"
"HSPB6"	"SFN"
"ARHGAP33"	"RAC1"
"NDUFAB1"	"MRPL23"
"NDUFAB1"	"RBM18"
"NDUFAB1"	"NT5C3A"
"NDUFAB1"	"SMYD3"
"NDUFAB1"	"LYRM4"
"CYB561D2"	"UNC119"
"CYB561D2"	"CLNK"
"DYNC1I1"	"NUDT21"
"DYNC1I1"	"KAT7"
"DYNC1I1"	"TK1"
"DYNC1I1"	"FBP1"
"DYNC1I1"	"RCC1"
"DYNC1I1"	"ANXA7"
"DYNC1I1"	"MCC"
"DYNC1I1"	"CDKN1A"
"DYNC1I1"	"RAP1GAP"
"DYNC1I1"	"DNM2"
"DYNC1I1"	"PIN1"
"DYNC1I1"	"DCTN1"
"DYNC1I1"	"GRB7"
"DYNC1I1"	"SMN1|SMN2"
"DYNC1I1"	"Q5T3S7"
"DYNC1I1"	"TAOK1"
"DYNC1I1"	"CADM4"
"DYNC1I1"	"DYNLL2"
"DYNC1I1"	"RUNDC3B"
"DYNC1I1"	"FAM110A"
"DYNC1I1"	"FAM83D"
"DYNC1I1"	"WDCP"
"DYNC1I1"	"DYNLRB1"
"DYNC1I1"	"NAGK"
"CIT"	"RHOA"
"COPE"	"COPB2"
"COPE"	"ARCN1"
"COPE"	"COPB1"
"COPE"	"COPA"
"COPE"	"EFHC2"
"COPE"	"NUDCD1"
"COPE"	"TSG101"
"COPE"	"COPG2"
"COPE"	"COPG1"
"RFXANK"	"RFX5"
"RFXANK"	"HDAC4"
"CTDSP2"	"CDCA3"
"EIF1AY"	"ATXN1"
"TMSB4Y"	"TERF1"
"TMSB4Y"	"EWSR1"
"TMSB4Y"	"POT1"
"TMSB4Y"	"TERF2IP"
"UTY"	"PRDX2"
"UTY"	"NCOA6"
"CDC42EP2"	"PCNA"
"CDC42EP2"	"CDC42"
"CDC42EP2"	"ARHGAP26"
"CDC42EP2"	"NME7"
"AP3D1"	"HSP90AA1"
"AP3D1"	"PCNA"
"AP3D1"	"VAMP7"
"AP3D1"	"PSMD2"
"AP3D1"	"AP3S1"
"AP3D1"	"CACYBP"
"AP3D1"	"AP3M1"
"CCS"	"SOD1"
"CXCL11"	"DPP4"
"CXCL11"	"CXCR3"
"CXCL11"	"TNFAIP6"
"CXCL11"	"MTUS2"
"CDX4"	"PRKAB2"
"CDX4"	"LMO2"
"CDX4"	"LMO1"
"CDX4"	"CKS1B"
"CDX4"	"PITX1"
"CDX4"	"PRKAA1"
"ZNF195"	"PCBD1"
"ABLIM1"	"LDOC1"
"ABLIM1"	"VIM"
"ABLIM1"	"KRT15"
"ABLIM1"	"GOLGA2"
"ABLIM1"	"SREBF2"
"ABLIM1"	"TRAF2"
"ABLIM1"	"CALCOCO2"
"ABLIM1"	"USHBP1"
"ABLIM1"	"TTN"
"ABLIM1"	"HOOK2"
"ABLIM1"	"BEGAIN"
"ABLIM1"	"CARD9"
"ABLIM1"	"TSC22D4"
"DVL1"	"AXIN1"
"DVL1"	"NCK2"
"DVL1"	"ANXA7"
"DVL1"	"APC"
"DVL1"	"PSMA3"
"DVL1"	"HECW1"
"DVL1"	"TRIM69"
"DVL1"	"USP13"
"DVL1"	"SIPA1"
"DVL1"	"HDHD2"
"DVL1"	"DAAM1"
"DVL2"	"ZNF263"
"DVL2"	"AXIN1"
"DVL2"	"PRPF3"
"DVL2"	"SORBS3"
"DVL2"	"EIF1B"
"DVL2"	"GRAP2"
"DVL2"	"TDP2"
"DVL2"	"BAG3"
"DVL2"	"TP53"
"DVL2"	"TPM3"
"DVL2"	"YES1"
"DVL2"	"ZBTB48"
"DVL2"	"ZNF250"
"DVL2"	"WT1"
"DVL2"	"APC"
"DVL2"	"U2AF2"
"DVL2"	"ARR3"
"DVL2"	"BCL6"
"DVL2"	"WAS"
"DVL2"	"USP5"
"DVL2"	"CSNK1E"
"DVL2"	"ZNF165"
"DVL2"	"ATN1"
"DVL2"	"CTBP2"
"DVL2"	"PCBD1"
"DVL2"	"GRB2"
"DVL2"	"TLE5"
"DVL2"	"GOLGA2"
"DVL2"	"TRAF2"
"DVL2"	"PRKAA1"
"DVL2"	"BYSL"
"DVL2"	"RNPS1"
"DVL2"	"TAB1"
"DVL2"	"FAM161A"
"DVL2"	"KLHL12"
"DVL2"	"Q53GY1"
"DVL2"	"DPPA2"
"DVL2"	"ZNF410"
"DVL2"	"FAM90A1"
"DVL2"	"CCDC36"
"DVL2"	"ELOA2"
"DVL2"	"ARHGEF39"
"DVL2"	"ZGPAT"
"DVL2"	"CCDC33"
"DVL2"	"CPSF7"
"DVL2"	"BEND7"
"DVL2"	"GMCL2"
"DVL2"	"SNIP1"
"DVL2"	"LMO3"
"DVL2"	"BAHD1"
"DVL2"	"DDI1"
"DVL2"	"PRPF31"
"DVL2"	"PSMF1"
"DVL2"	"RBPMS"
"DVL2"	"MAGOHB"
"DVL2"	"OTULIN"
"DVL2"	"ZBTB8A"
"DVL2"	"TIFA"
"DVL2"	"AP2M1"
"DVL2"	"MCRS1"
"DVL2"	"DCUN1D1"
"DVL2"	"SNF8"
"DVL2"	"UIMC1"
"DVL2"	"PPP1R16B"
"DVL2"	"AKAP9"
"DVL2"	"RHOXF2"
"DVL2"	"UBAC1"
"DVL2"	"RUSC1"
"DVL2"	"SCNM1"
"DVL2"	"AP1M1"
"DVL2"	"PLA2G12A"
"DVL2"	"ENKD1"
"DVL2"	"NUP62CL"
"DVL2"	"CARD9"
"DVL2"	"THAP1"
"DVL2"	"RBFOX1"
"DVL2"	"DACT1"
"DVL2"	"ZNF581"
"DVL2"	"NOL12"
"DVL2"	"POLI"
"DVL2"	"SSX2IP"
"DNALI1"	"HTT"
"DNALI1"	"EPS8"
"DNALI1"	"SIAH1"
"DNALI1"	"PRMT6"
"DNALI1"	"ABCF3"
"CHD1"	"KDM1A"
"CHD1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CHD1"	"SSRP1"
"CHD2"	"TULP3"
"CHD2"	"BEND7"
"CHD2"	"TRIM41"
"CHD2"	"TEKT1"
"CHD2"	"THAP1"
"CHD2"	"MID2"
"KCNK3"	"YWHAB"
"KCNK3"	"YWHAZ"
"GOSR2"	"STX6"
"GOSR2"	"SEC24D"
"GOSR2"	"GOLGA8F|GOLGA8G"
"GOSR2"	"GOLGA8DP"
"GOSR2"	"STX4"
"GOSR2"	"STX5"
"GOSR2"	"CCDC155"
"IRS4"	"P4HA2"
"IRS4"	"SGTA"
"IRS4"	"CALU"
"IRS4"	"DNAJA2"
"IRS4"	"EGFR"
"IRS4"	"RAF1"
"IRS4"	"TUBB4A"
"IRS4"	"ERBB2"
"IRS4"	"HSPB1"
"IRS4"	"CTSB"
"IRS4"	"P4HA1"
"IRS4"	"YWHAQ"
"IRS4"	"PIK3R1"
"IRS4"	"YWHAB"
"IRS4"	"STIP1"
"IRS4"	"PPP5C"
"IRS4"	"MLF1"
"IRS4"	"YWHAG"
"IRS4"	"YWHAE"
"IRS4"	"GRB2"
"IRS4"	"YWHAZ"
"IRS4"	"HSF2"
"IRS4"	"YWHAH"
"IRS4"	"FAM27E3"
"IRS4"	"FKBP5"
"IRS4"	"RCN2"
"IRS4"	"PTGES3"
"IRS4"	"RCN1"
"IRS4"	"TUBA1A"
"IRS4"	"NUDCD3"
"IRS4"	"GBF1"
"IRS4"	"PIK3R3"
"IRS4"	"USP9X"
"IRS4"	"Q96BE0"
"IRS4"	"GPRASP2"
"IRS4"	"DNAJA3"
"IRS4"	"AARSD1"
"IRS4"	"TUBB6"
"IRS4"	"TBL1XR1"
"IRS4"	"CLPB"
"IRS4"	"CACYBP"
"IRS4"	"WDR6"
"IRS4"	"DNAH17"
"IRS4"	"FKBPL"
"IRS4"	"AKAP8L"
"IRS4"	"MAGED2"
"IRS4"	"NISCH"
"IRS4"	"MAGED1"
"TOR1A"	"KRTAP10-7"
"TOR1A"	"TOR1AIP1"
"TOR1A"	"TOR1AIP2"
"STX16"	"VAMP5"
"STX16"	"MEOX2"
"STX16"	"PTPN12"
"STX16"	"STX4"
"STX16"	"ZDHHC17"
"STX16"	"NAPB"
"PRRG2"	"CRK"
"PRRG2"	"YAP1"
"PRRG2"	"FATE1"
"ADAM10"	"CD9"
"ADAM10"	"CD81"
"ADAM10"	"SH3D19"
"ABCD4"	"DLEU1"
"ABCD4"	"XRCC6"
"ABCD4"	"PEA15"
"ABCD4"	"SARAF"
"EI24"	"UBE2D1"
"EI24"	"UBE2D2"
"ENC1"	"HSP90AB1"
"ENC1"	"TGFBR1"
"ENC1"	"Q53FC7"
"ENC1"	"NUDCD3"
"ENC1"	"Q96BE0"
"TP53I11"	"ATXN1"
"KMT2D"	"SMAD9"
"KMT2D"	"WDR5"
"KMT2D"	"NCOA6"
"KMT2D"	"RBBP5"
"KMT2D"	"SMAD1"
"KMT2D"	"PAXIP1"
"KMT2D"	"PAGR1"
"KMT2D"	"ASH2L"
"ZNF197"	"NDEL1"
"ZNF197"	"DISC1"
"ITGB1BP1"	"GSDME"
"ITGB1BP1"	"UTRN"
"ITGB1BP1"	"EEF1A1"
"ITGB1BP1"	"FIGNL1"
"ITGB1BP1"	"SLC35F5"
"ITGB1BP1"	"FAF1"
"TRDMT1"	"SNRPD3"
"TRDMT1"	"EEF1A1"
"TRDMT1"	"GBE1"
"TRDMT1"	"UNC119"
"TRDMT1"	"SETDB1"
"TRDMT1"	"STX1A"
"TRDMT1"	"RBM48"
"TRDMT1"	"LRIF1"
"TRDMT1"	"RIF1"
"TRDMT1"	"NFRKB"
"TRDMT1"	"COPS6"
"TRDMT1"	"UTP14A"
"TRDMT1"	"DDX24"
"TRDMT1"	"Q9P078"
"TRDMT1"	"TBC1D2B"
"RRH"	"TGFBR1"
"APAF1"	"CASP3"
"APAF1"	"CASP9"
"APAF1"	"XIAP"
"APAF1"	"CYCS"
"APAF1"	"BCL2L1"
"APAF1"	"BCL2L10"
"RIOK3"	"BCL2L11"
"RIOK3"	"TULP3"
"RIOK3"	"CDC42"
"RIOK3"	"PAK2"
"RIOK3"	"CREB3L3"
"RIOK3"	"CASP10"
"IMPA2"	"IMPA1"
"IMPA2"	"CCT6A"
"IMPA2"	"HERPUD1"
"IMPA2"	"Q53FP9"
"IMPA2"	"UBA3"
"IMPA2"	"TNFRSF14"
"MAP2K7"	"MAP3K7"
"MAP2K7"	"LPXN"
"MAP2K7"	"HSP90AB1"
"MAP2K7"	"ATF4"
"MAP2K7"	"MAPK1"
"MAP2K7"	"ARR3"
"MAP2K7"	"MAPK8"
"MAP2K7"	"RPL30"
"MAP2K7"	"MAP3K1"
"MAP2K7"	"MAP3K11"
"MAP2K7"	"LRRK2"
"MAP2K7"	"MAP3K20"
"MAP2K7"	"MAP3K2"
"ACOT8"	"PEX5"
"ACOT8"	"REL"
"CDIPT"	"RTN3"
"CDIPT"	"RPLP1"
"PDCD5"	"KDM1A"
"PDCD5"	"NUDT3"
"PDCD5"	"ACP5"
"PDCD5"	"EEF1G"
"PDCD5"	"VHL"
"PDCD5"	"UBE2D3"
"PDCD5"	"LRIF1"
"PDCD5"	"RIF1"
"PDCD5"	"KAT5"
"PDCD5"	"UTP14A"
"PDCD5"	"CEP126"
"PRMT5"	"MAGEB2"
"PRMT5"	"CALU"
