"Gene_A"	"Gene_B"
"CHD4"	"H3C7"
"CHD4"	"H3C8"
"CHD4"	"H3C10"
"CHD4"	"H3C11"
"CHD4"	"H3C12"
"SETDB1"	"H3C1"
"SETDB1"	"H3C2"
"SETDB1"	"H3C3"
"SETDB1"	"H3C4"
"SETDB1"	"H3C6"
"SETDB1"	"H3C7"
"SETDB1"	"H3C8"
"SETDB1"	"H3C10"
"SETDB1"	"H3C11"
"SETDB1"	"H3C12"
"BRD3"	"H3C1"
"BRD3"	"H3C2"
"BRD3"	"H3C3"
"BRD3"	"H3C4"
"BRD3"	"H3C6"
"BRD3"	"H3C7"
"BRD3"	"H3C8"
"BRD3"	"H3C10"
"BRD3"	"H3C11"
"BRD3"	"H3C12"
"EZH2"	"H3C1"
"EZH2"	"H3C2"
"EZH2"	"H3C3"
"EZH2"	"H3C4"
"EZH2"	"H3C6"
"EZH2"	"H3C7"
"EZH2"	"H3C8"
"EZH2"	"H3C10"
"EZH2"	"H3C11"
"EZH2"	"H3C12"
"ZCWPW2"	"H3C1"
"ZCWPW2"	"H3C2"
"ZCWPW2"	"H3C3"
"ZCWPW2"	"H3C4"
"ZCWPW2"	"H3C6"
"ZCWPW2"	"H3C7"
"ZCWPW2"	"H3C8"
"ZCWPW2"	"H3C10"
"ZCWPW2"	"H3C11"
"ZCWPW2"	"H3C12"
"PHF19"	"H3C1"
"PHF19"	"H3C2"
"PHF19"	"H3C3"
"PHF19"	"H3C4"
"PHF19"	"H3C6"
"PHF19"	"H3C7"
"PHF19"	"H3C8"
"PHF19"	"H3C10"
"PHF19"	"H3C11"
"PHF19"	"H3C12"
"KDM4D"	"H3C1"
"KDM4D"	"H3C2"
"KDM4D"	"H3C3"
"KDM4D"	"H3C4"
"KDM4D"	"H3C6"
"KDM4D"	"H3C7"
"KDM4D"	"H3C8"
"KDM4D"	"H3C10"
"KDM4D"	"H3C11"
"KDM4D"	"H3C12"
"CARM1"	"H3C1"
"CARM1"	"H3C2"
"CARM1"	"H3C3"
"CARM1"	"H3C4"
"CARM1"	"H3C6"
"CARM1"	"H3C7"
"CARM1"	"H3C8"
"CARM1"	"H3C10"
"CARM1"	"H3C11"
"CARM1"	"H3C12"
"ZDHHC17"	"H3C1"
"ZDHHC17"	"H3C2"
"ZDHHC17"	"H3C3"
"ZDHHC17"	"H3C4"
"ZDHHC17"	"H3C6"
"ZDHHC17"	"H3C7"
"ZDHHC17"	"H3C8"
"ZDHHC17"	"H3C10"
"ZDHHC17"	"H3C11"
"ZDHHC17"	"H3C12"
"SIRT2"	"H3C1"
"SIRT2"	"H3C2"
"SIRT2"	"H3C3"
"SIRT2"	"H3C4"
"SIRT2"	"H3C6"
"SIRT2"	"H3C7"
"SIRT2"	"H3C8"
"SIRT2"	"H3C10"
"SIRT2"	"H3C11"
"SIRT2"	"H3C12"
"SIRT6"	"H3C1"
"SIRT6"	"H3C2"
"SIRT6"	"H3C3"
"SIRT6"	"H3C4"
"SIRT6"	"H3C6"
"SIRT6"	"H3C7"
"SIRT6"	"H3C8"
"SIRT6"	"H3C10"
"SIRT6"	"H3C11"
"SIRT6"	"H3C12"
"KDM1B"	"H3C1"
"KDM1B"	"H3C2"
"KDM1B"	"H3C3"
"KDM1B"	"H3C4"
"KDM1B"	"H3C6"
"KDM1B"	"H3C7"
"KDM1B"	"H3C8"
"KDM1B"	"H3C10"
"KDM1B"	"H3C11"
"KDM1B"	"H3C12"
"KDM2B"	"H3C1"
"KDM2B"	"H3C2"
"KDM2B"	"H3C3"
"KDM2B"	"H3C4"
"KDM2B"	"H3C6"
"KDM2B"	"H3C7"
"KDM2B"	"H3C8"
"KDM2B"	"H3C10"
"KDM2B"	"H3C11"
"KDM2B"	"H3C12"
"IPO4"	"H3C1"
"IPO4"	"H3C2"
"IPO4"	"H3C3"
"IPO4"	"H3C4"
"IPO4"	"H3C6"
"IPO4"	"H3C7"
"IPO4"	"H3C8"
"IPO4"	"H3C10"
"IPO4"	"H3C11"
"IPO4"	"H3C12"
"SETD7"	"H3C1"
"SETD7"	"H3C2"
"SETD7"	"H3C3"
"SETD7"	"H3C4"
"SETD7"	"H3C6"
"SETD7"	"H3C7"
"SETD7"	"H3C8"
"SETD7"	"H3C10"
"SETD7"	"H3C11"
"SETD7"	"H3C12"
"FBLIM1"	"H3C1"
"FBLIM1"	"H3C2"
"FBLIM1"	"H3C3"
"FBLIM1"	"H3C4"
"FBLIM1"	"H3C6"
"FBLIM1"	"H3C7"
"FBLIM1"	"H3C8"
"FBLIM1"	"H3C10"
"FBLIM1"	"H3C11"
"FBLIM1"	"H3C12"
"KAT6B"	"H3C1"
"KAT6B"	"H3C2"
"KAT6B"	"H3C3"
"KAT6B"	"H3C4"
"KAT6B"	"H3C6"
"KAT6B"	"H3C7"
"KAT6B"	"H3C8"
"KAT6B"	"H3C10"
"KAT6B"	"H3C11"
"KAT6B"	"H3C12"
"DPF3"	"H3C1"
"DPF3"	"H3C2"
"DPF3"	"H3C3"
"DPF3"	"H3C4"
"DPF3"	"H3C6"
"DPF3"	"H3C7"
"DPF3"	"H3C8"
"DPF3"	"H3C10"
"DPF3"	"H3C11"
"DPF3"	"H3C12"
"CREBBP"	"H3C1"
"CREBBP"	"H3C2"
"CREBBP"	"H3C3"
"CREBBP"	"H3C4"
"CREBBP"	"H3C6"
"CREBBP"	"H3C7"
"CREBBP"	"H3C8"
"CREBBP"	"H3C10"
"CREBBP"	"H3C11"
"CREBBP"	"H3C12"
"KAT6A"	"H3C1"
"KAT6A"	"H3C2"
"KAT6A"	"H3C3"
"KAT6A"	"H3C4"
"KAT6A"	"H3C6"
"KAT6A"	"H3C7"
"KAT6A"	"H3C8"
"KAT6A"	"H3C10"
"KAT6A"	"H3C11"
"KAT6A"	"H3C12"
"KAT2A"	"H3C1"
"KAT2A"	"H3C2"
"KAT2A"	"H3C3"
"KAT2A"	"H3C4"
"KAT2A"	"H3C6"
"KAT2A"	"H3C7"
"KAT2A"	"H3C8"
"KAT2A"	"H3C10"
"KAT2A"	"H3C11"
"KAT2A"	"H3C12"
"KAT2B"	"H3C1"
"KAT2B"	"H3C2"
"KAT2B"	"H3C3"
"KAT2B"	"H3C4"
"KAT2B"	"H3C6"
"KAT2B"	"H3C7"
"KAT2B"	"H3C8"
"KAT2B"	"H3C10"
"KAT2B"	"H3C11"
"KAT2B"	"H3C12"
"FGF14"	"H3C1"
"FGF14"	"H3C2"
"FGF14"	"H3C3"
"FGF14"	"H3C4"
"FGF14"	"H3C6"
"FGF14"	"H3C7"
"FGF14"	"H3C8"
"FGF14"	"H3C10"
"FGF14"	"H3C11"
"FGF14"	"H3C12"
"TNPO1"	"H3C1"
"TNPO1"	"H3C2"
"TNPO1"	"H3C3"
"TNPO1"	"H3C4"
"TNPO1"	"H3C6"
"TNPO1"	"H3C7"
"TNPO1"	"H3C8"
"TNPO1"	"H3C10"
"TNPO1"	"H3C11"
"TNPO1"	"H3C12"
"AURKB"	"H3C1"
"AURKB"	"H3C2"
"AURKB"	"H3C3"
"AURKB"	"H3C4"
"AURKB"	"H3C6"
"AURKB"	"H3C7"
"AURKB"	"H3C8"
"AURKB"	"H3C10"
"AURKB"	"H3C11"
"AURKB"	"H3C12"
"EHMT2"	"H3C1"
"EHMT2"	"H3C2"
"EHMT2"	"H3C3"
"EHMT2"	"H3C4"
"EHMT2"	"H3C6"
"EHMT2"	"H3C7"
"EHMT2"	"H3C8"
"EHMT2"	"H3C10"
"EHMT2"	"H3C11"
"EHMT2"	"H3C12"
"UHRF1"	"H3C1"
"UHRF1"	"H3C2"
"UHRF1"	"H3C3"
"UHRF1"	"H3C4"
"UHRF1"	"H3C6"
"UHRF1"	"H3C7"
"UHRF1"	"H3C8"
"UHRF1"	"H3C10"
"UHRF1"	"H3C11"
"UHRF1"	"H3C12"
"DIDO1"	"H3C1"
"DIDO1"	"H3C2"
"DIDO1"	"H3C3"
"DIDO1"	"H3C4"
"DIDO1"	"H3C6"
"DIDO1"	"H3C7"
"DIDO1"	"H3C8"
"DIDO1"	"H3C10"
"DIDO1"	"H3C11"
"DIDO1"	"H3C12"
"PHF20"	"H3C1"
"PHF20"	"H3C2"
"PHF20"	"H3C3"
"PHF20"	"H3C4"
"PHF20"	"H3C6"
"PHF20"	"H3C7"
"PHF20"	"H3C8"
"PHF20"	"H3C10"
"PHF20"	"H3C11"
"PHF20"	"H3C12"
"SETD2"	"H3C1"
"SETD2"	"H3C2"
"SETD2"	"H3C3"
"SETD2"	"H3C4"
"SETD2"	"H3C6"
"SETD2"	"H3C7"
"SETD2"	"H3C8"
"SETD2"	"H3C10"
"SETD2"	"H3C11"
"SETD2"	"H3C12"
"EHMT1"	"H3C1"
"EHMT1"	"H3C2"
"EHMT1"	"H3C3"
"EHMT1"	"H3C4"
"EHMT1"	"H3C6"
"EHMT1"	"H3C7"
"EHMT1"	"H3C8"
"EHMT1"	"H3C10"
"EHMT1"	"H3C11"
"EHMT1"	"H3C12"
"ASH1L"	"H3C1"
"ASH1L"	"H3C2"
"ASH1L"	"H3C3"
"ASH1L"	"H3C4"
"ASH1L"	"H3C6"
"ASH1L"	"H3C7"
"ASH1L"	"H3C8"
"ASH1L"	"H3C10"
"ASH1L"	"H3C11"
"ASH1L"	"H3C12"
"ASF1B"	"H3C1"
"ASF1B"	"H3C2"
"ASF1B"	"H3C3"
"ASF1B"	"H3C4"
"ASF1B"	"H3C6"
"ASF1B"	"H3C7"
"ASF1B"	"H3C8"
"ASF1B"	"H3C10"
"ASF1B"	"H3C11"
"ASF1B"	"H3C12"
"SIRT5"	"H3C1"
"SIRT5"	"H3C2"
"SIRT5"	"H3C3"
"SIRT5"	"H3C4"
"SIRT5"	"H3C6"
"SIRT5"	"H3C7"
"SIRT5"	"H3C8"
"SIRT5"	"H3C10"
"SIRT5"	"H3C11"
"SIRT5"	"H3C12"
"YEATS2"	"H3C1"
"YEATS2"	"H3C2"
"YEATS2"	"H3C3"
"YEATS2"	"H3C4"
"YEATS2"	"H3C6"
"YEATS2"	"H3C7"
"YEATS2"	"H3C8"
"YEATS2"	"H3C10"
"YEATS2"	"H3C11"
"YEATS2"	"H3C12"
"ING4"	"H3C1"
"ING4"	"H3C2"
"ING4"	"H3C3"
"ING4"	"H3C4"
"ING4"	"H3C6"
"ING4"	"H3C7"
"ING4"	"H3C8"
"ING4"	"H3C10"
"ING4"	"H3C11"
"ING4"	"H3C12"
"TRIM33"	"H3C1"
"TRIM33"	"H3C2"
"TRIM33"	"H3C3"
"TRIM33"	"H3C4"
"TRIM33"	"H3C6"
"TRIM33"	"H3C7"
"TRIM33"	"H3C8"
"TRIM33"	"H3C10"
"TRIM33"	"H3C11"
"TRIM33"	"H3C12"
"PHF8"	"H3C1"
"PHF8"	"H3C2"
"PHF8"	"H3C3"
"PHF8"	"H3C4"
"PHF8"	"H3C6"
"PHF8"	"H3C7"
"PHF8"	"H3C8"
"PHF8"	"H3C10"
"PHF8"	"H3C11"
"PHF8"	"H3C12"
"SETD1B"	"H3C1"
"SETD1B"	"H3C2"
"SETD1B"	"H3C3"
"SETD1B"	"H3C4"
"SETD1B"	"H3C6"
"SETD1B"	"H3C7"
"SETD1B"	"H3C8"
"SETD1B"	"H3C10"
"SETD1B"	"H3C11"
"SETD1B"	"H3C12"
"ASF1A"	"H3C1"
"ASF1A"	"H3C2"
"ASF1A"	"H3C3"
"ASF1A"	"H3C4"
"ASF1A"	"H3C6"
"ASF1A"	"H3C7"
"ASF1A"	"H3C8"
"ASF1A"	"H3C10"
"ASF1A"	"H3C11"
"ASF1A"	"H3C12"
"HDGFL3"	"H3C1"
"HDGFL3"	"H3C2"
"HDGFL3"	"H3C3"
"HDGFL3"	"H3C4"
"HDGFL3"	"H3C6"
"HDGFL3"	"H3C7"
"HDGFL3"	"H3C8"
"HDGFL3"	"H3C10"
"HDGFL3"	"H3C11"
"HDGFL3"	"H3C12"
"MTF2"	"H3C1"
"MTF2"	"H3C2"
"MTF2"	"H3C3"
"MTF2"	"H3C4"
"MTF2"	"H3C6"
"MTF2"	"H3C7"
"MTF2"	"H3C8"
"MTF2"	"H3C10"
"MTF2"	"H3C11"
"MTF2"	"H3C12"
"SUPT16H"	"H3C1"
"SUPT16H"	"H3C2"
"SUPT16H"	"H3C3"
"SUPT16H"	"H3C4"
"SUPT16H"	"H3C6"
"SUPT16H"	"H3C7"
"SUPT16H"	"H3C8"
"SUPT16H"	"H3C10"
"SUPT16H"	"H3C11"
"SUPT16H"	"H3C12"
"UBE3A"	"HBA1"
"UBE3A"	"HBA2"
"ATP6AP1"	"HBA1"
"ATP6AP1"	"HBA2"
"CCDC57"	"HBA1"
"CCDC57"	"HBA2"
"KRT40"	"HBA1"
"KRT40"	"HBA2"
"AHSP"	"HBA1"
"AHSP"	"HBA2"
"DAXX"	"HBA1"
"DAXX"	"HBA2"
"UBQLN1"	"CTAG1A"
"UBQLN1"	"CTAG1B"
"MORC3"	"H3-3A"
"MORC3"	"H3-3B"
"GLYR1"	"H3-3A"
"GLYR1"	"H3-3B"
"KMT2E"	"H3-3A"
"KMT2E"	"H3-3B"
"KDM1B"	"H3-3A"
"KDM1B"	"H3-3B"
"TONSL"	"H3-3A"
"TONSL"	"H3-3B"
"EHMT2"	"H3-3A"
"EHMT2"	"H3-3B"
"UHRF1"	"H3-3A"
"UHRF1"	"H3-3B"
"SETD2"	"H3-3A"
"SETD2"	"H3-3B"
"NSD3"	"H3-3A"
"NSD3"	"H3-3B"
"ASF1B"	"H3-3A"
"ASF1B"	"H3-3B"
"DAXX"	"H3-3A"
"DAXX"	"H3-3B"
"BAAT"	"GOLGA8F"
"BAAT"	"GOLGA8G"
"BEX5"	"GOLGA8F"
"BEX5"	"GOLGA8G"
"PDE4DIP"	"GOLGA8F"
"PDE4DIP"	"GOLGA8G"
"HDDC3"	"GOLGA8F"
"HDDC3"	"GOLGA8G"
"USHBP1"	"GOLGA8F"
"USHBP1"	"GOLGA8G"
"KCTD6"	"GOLGA8F"
"KCTD6"	"GOLGA8G"
"SPAG5"	"GOLGA8F"
"SPAG5"	"GOLGA8G"
"CDC5L"	"GOLGA8F"
"CDC5L"	"GOLGA8G"
"SSX2IP"	"GOLGA8F"
"SSX2IP"	"GOLGA8G"
"MRFAP1"	"GOLGA8F"
"MRFAP1"	"GOLGA8G"
"ZNF385C"	"RBMY1F"
"ZNF385C"	"RBMY1J"
"DAAM2"	"RBMY1F"
"DAAM2"	"RBMY1J"
"AEN"	"RBMY1F"
"AEN"	"RBMY1J"
"PRPF31"	"RBMY1F"
"PRPF31"	"RBMY1J"
"YTHDC1"	"RBMY1F"
"YTHDC1"	"RBMY1J"
"RAMAC"	"RBMY1F"
"RAMAC"	"RBMY1J"
"APOBEC3C"	"RBMY1F"
"APOBEC3C"	"RBMY1J"
"RASD1"	"RBMY1F"
"RASD1"	"RBMY1J"
"PCDHB14"	"RBMY1F"
"PCDHB14"	"RBMY1J"
"KRT40"	"SSX2"
"KRT40"	"SSX2B"
"TAX1BP1"	"SSX2"
"TAX1BP1"	"SSX2B"
"SYCE1"	"SSX2"
"SYCE1"	"SSX2B"
"ZMIZ2"	"SSX2"
"ZMIZ2"	"SSX2B"
"RAB3IP"	"SSX2"
"RAB3IP"	"SSX2B"
"AKAP9"	"SSX2"
"AKAP9"	"SSX2B"
"BLZF1"	"SSX2"
"BLZF1"	"SSX2B"
"MAGEC2"	"SSX2"
"MAGEC2"	"SSX2B"
"SSX2IP"	"SSX2"
"SSX2IP"	"SSX2B"
"IMMT"	"SMN1"
"IMMT"	"SMN2"
"ZXDC"	"SMN1"
"ZXDC"	"SMN2"
"Q59HD9"	"SMN1"
"Q59HD9"	"SMN2"
"RBM48"	"SMN1"
"RBM48"	"SMN2"
"LRIF1"	"SMN1"
"LRIF1"	"SMN2"
"RIF1"	"SMN1"
"RIF1"	"SMN2"
"PDE4DIP"	"SMN1"
"PDE4DIP"	"SMN2"
"JADE1"	"SMN1"
"JADE1"	"SMN2"
"MAST2"	"SMN1"
"MAST2"	"SMN2"
"WDR73"	"SMN1"
"WDR73"	"SMN2"
"CRELD2"	"SMN1"
"CRELD2"	"SMN2"
"TUBA1A"	"SMN1"
"TUBA1A"	"SMN2"
"COPS6"	"SMN1"
"COPS6"	"SMN2"
"RBBP6"	"SMN1"
"RBBP6"	"SMN2"
"FAM20C"	"SMN1"
"FAM20C"	"SMN2"
"SMC5"	"SMN1"
"SMC5"	"SMN2"
"TRMT2A"	"SMN1"
"TRMT2A"	"SMN2"
"FAM9B"	"SMN1"
"FAM9B"	"SMN2"
"ARFGAP1"	"SMN1"
"ARFGAP1"	"SMN2"
"FLAD1"	"SMN1"
"FLAD1"	"SMN2"
"GEMIN5"	"SMN1"
"GEMIN5"	"SMN2"
"ZNF431"	"SMN1"
"ZNF431"	"SMN2"
"ESR2"	"SMN1"
"ESR2"	"SMN2"
"EXT2"	"SMN1"
"EXT2"	"SMN2"
"FUBP1"	"SMN1"
"FUBP1"	"SMN2"
"REX1BD"	"SMN1"
"REX1BD"	"SMN2"
"WDYHV1"	"SMN1"
"WDYHV1"	"SMN2"
"DOCK7"	"SMN1"
"DOCK7"	"SMN2"
"KLHL5"	"SMN1"
"KLHL5"	"SMN2"
"LENG8"	"SMN1"
"LENG8"	"SMN2"
"SDF4"	"SMN1"
"SDF4"	"SMN2"
"INPP5K"	"SMN1"
"INPP5K"	"SMN2"
"HNRNPUL1"	"SMN1"
"HNRNPUL1"	"SMN2"
"WDR18"	"SMN1"
"WDR18"	"SMN2"
"MRPL37"	"SMN1"
"MRPL37"	"SMN2"
"CCDC90B"	"SMN1"
"CCDC90B"	"SMN2"
"ADAMTS10"	"SMN1"
"ADAMTS10"	"SMN2"
"GEMIN7"	"SMN1"
"GEMIN7"	"SMN2"
"SP110"	"SMN1"
"SP110"	"SMN2"
"DUS2"	"SMN1"
"DUS2"	"SMN2"
"NKIRAS2"	"SMN1"
"NKIRAS2"	"SMN2"
"SEMA5B"	"SMN1"
"SEMA5B"	"SMN2"
"DDX20"	"SMN1"
"DDX20"	"SMN2"
"VPS28"	"SMN1"
"VPS28"	"SMN2"
"BLOC1S6"	"SMN1"
"BLOC1S6"	"SMN2"
"KMT2B"	"SMN1"
"KMT2B"	"SMN2"
"AGAP1"	"SMN1"
"AGAP1"	"SMN2"
"CARHSP1"	"SMN1"
"CARHSP1"	"SMN2"
"MED31"	"SMN1"
"MED31"	"SMN2"
"STRAP"	"SMN1"
"STRAP"	"SMN2"
"CHTOP"	"SMN1"
"CHTOP"	"SMN2"
"CSAD"	"SMN1"
"CSAD"	"SMN2"
"UPI000013CFCA"	"SMN1"
"UPI000013CFCA"	"SMN2"
"PDE4DIP"	"FAM74A4"
"PDE4DIP"	"FAM74A6"
"KRT40"	"FAM74A4"
"KRT40"	"FAM74A6"
"HMBOX1"	"FAM74A4"
"HMBOX1"	"FAM74A6"
"NOTCH2NLA"	"FAM74A4"
"NOTCH2NLA"	"FAM74A6"
"PHC2"	"FAM74A4"
"PHC2"	"FAM74A6"
"EMG1"	"FAM74A4"
"EMG1"	"FAM74A6"
"RPGRIP1"	"FAM74A4"
"RPGRIP1"	"FAM74A6"
"LZTS2"	"FAM74A4"
"LZTS2"	"FAM74A6"
"KRTAP4-2"	"FAM74A4"
"KRTAP4-2"	"FAM74A6"
"CEP44"	"FAM74A4"
"CEP44"	"FAM74A6"
"RNF2"	"HIST2H2AA3"
"RNF2"	"HIST2H2AA4"
"DZIP3"	"GTF2H2C"
"DZIP3"	"GTF2H2C_2"
"DOT1L"	"HIST2H3A"
"DOT1L"	"HIST2H3C"
"DOT1L"	"HIST2H3D"
"HASPIN"	"HIST2H3A"
"HASPIN"	"HIST2H3C"
"HASPIN"	"HIST2H3D"
"KAT2B"	"HIST2H3A"
"KAT2B"	"HIST2H3C"
"KAT2B"	"HIST2H3D"
"EHMT2"	"HIST2H3A"
"EHMT2"	"HIST2H3C"
"EHMT2"	"HIST2H3D"
"PRMT6"	"HIST2H3A"
"PRMT6"	"HIST2H3C"
"PRMT6"	"HIST2H3D"
"UHRF1"	"HIST2H3A"
"UHRF1"	"HIST2H3C"
"UHRF1"	"HIST2H3D"
"ASF1B"	"HIST2H3A"
"ASF1B"	"HIST2H3C"
"ASF1B"	"HIST2H3D"
"SIRT5"	"HIST2H3A"
"SIRT5"	"HIST2H3C"
"SIRT5"	"HIST2H3D"
"DNMT3B"	"HIST2H3A"
"DNMT3B"	"HIST2H3C"
"DNMT3B"	"HIST2H3D"
"ING1"	"HIST2H3A"
"ING1"	"HIST2H3C"
"ING1"	"HIST2H3D"
"ASF1A"	"HIST2H3A"
"ASF1A"	"HIST2H3C"
"ASF1A"	"HIST2H3D"
"KDM2A"	"HIST2H3A"
"KDM2A"	"HIST2H3C"
"KDM2A"	"HIST2H3D"
"SPIN1"	"HIST2H3A"
"SPIN1"	"HIST2H3C"
"SPIN1"	"HIST2H3D"
"PARP3"	"HIST2H3A"
"PARP3"	"HIST2H3C"
"PARP3"	"HIST2H3D"
"ATRIP"	"FAM156A"
"ATRIP"	"FAM156B"
"TFIP11"	"FAM156A"
"TFIP11"	"FAM156B"
"SLC30A2"	"CCL4L1"
"SLC30A2"	"CCL4L2"
"RBFOX1"	"HSFY1"
"RBFOX1"	"HSFY2"
"DUSP10"	"SLX1A"
"DUSP10"	"SLX1B"
"SETBP1"	"XAGE1A"
"SETBP1"	"XAGE1B"
"SETBP1"	"XAGE1C"
"SETBP1"	"XAGE1D"
"SETBP1"	"XAGE1E"
"SETBP1"	"SPANXA1"
"SETBP1"	"SPANXA2"
"PTPN6"	"MIR"
"PTPN6"	"CL-10"
"LILRA3"	"MIR"
"LILRA3"	"CL-10"
"PIK3R2"	"BCR/ABL"
"PIK3R2"	"FUSION"
"INPPL1"	"BCR/ABL"
"INPPL1"	"FUSION"
"CBL"	"BCR/ABL"
"CBL"	"FUSION"
"SHC1"	"BCR/ABL"
"SHC1"	"FUSION"
"CRK"	"BCR/ABL"
"CRK"	"FUSION"
"UBASH3B"	"BCR/ABL"
"UBASH3B"	"FUSION"
"AP2M1"	"BCR/ABL"
"AP2M1"	"FUSION"
"APP"	"VCY"
"APP"	"VCY1B"
"APEX1"	"SERF1A"
"APEX1"	"SERF1B"
"IRF1"	"IFNA1"
"IRF1"	"IFNA13"
"PTPN20"	"PRH1"
"PTPN20"	"PRH2"
"PRKAR2B"	"AMY1A"
"PRKAR2B"	"AMY1B"
"PRKAR2B"	"AMY1C"
"KIR2DS2"	"AMY1A"
"KIR2DS2"	"AMY1B"
"KIR2DS2"	"AMY1C"
"UCP2"	"AMY1A"
"UCP2"	"AMY1B"
"UCP2"	"AMY1C"
"GTF2B"	"AMY1A"
"GTF2B"	"AMY1B"
"GTF2B"	"AMY1C"
"DUSP4"	"AMY1A"
"DUSP4"	"AMY1B"
"DUSP4"	"AMY1C"
"MAB21L1"	"AMY1A"
"MAB21L1"	"AMY1B"
"MAB21L1"	"AMY1C"
"RCAN2"	"AMY1A"
"RCAN2"	"AMY1B"
"RCAN2"	"AMY1C"
"RASSF6"	"AMY1A"
"RASSF6"	"AMY1B"
"RASSF6"	"AMY1C"
"CAMK1D"	"AMY1A"
"CAMK1D"	"AMY1B"
"CAMK1D"	"AMY1C"
"TRAPPC12"	"AMY1A"
"TRAPPC12"	"AMY1B"
"TRAPPC12"	"AMY1C"
"UBL7"	"AMY1A"
"UBL7"	"AMY1B"
"UBL7"	"AMY1C"
"ACTR8"	"AMY1A"
"ACTR8"	"AMY1B"
"ACTR8"	"AMY1C"
"RIPK3"	"AMY1A"
"RIPK3"	"AMY1B"
"RIPK3"	"AMY1C"
"PRKCB"	"H2AC4"
"PRKCB"	"H2AC8"
"ITGA4"	"H2AC4"
"ITGA4"	"H2AC8"
"TNFRSF1A"	"H2AC4"
"TNFRSF1A"	"H2AC8"
"NFKB1"	"H2AC4"
"NFKB1"	"H2AC8"
"ELK4"	"H2AC4"
"ELK4"	"H2AC8"
"MCM2"	"H2AC4"
"MCM2"	"H2AC8"
"RPS6KA3"	"H2AC4"
"RPS6KA3"	"H2AC8"
"SUMO1"	"H2AC4"
"SUMO1"	"H2AC8"
"CUL1"	"H2AC4"
"CUL1"	"H2AC8"
"CUL4A"	"H2AC4"
"CUL4A"	"H2AC8"
"CUL4B"	"H2AC4"
"CUL4B"	"H2AC8"
"RALBP1"	"H2AC4"
"RALBP1"	"H2AC8"
"NEDD8"	"H2AC4"
"NEDD8"	"H2AC8"
"VIRMA"	"H2AC4"
"VIRMA"	"H2AC8"
"CAND1"	"H2AC4"
"CAND1"	"H2AC8"
"COPS5"	"H2AC4"
"COPS5"	"H2AC8"
"CUL5"	"H2AC4"
"CUL5"	"H2AC8"
"MYLK2"	"H2AC4"
"MYLK2"	"H2AC8"
"CAMK2A"	"H2AC4"
"CAMK2A"	"H2AC8"
"MCM2"	"C4B"
"MCM2"	"C4B_2"
"ITGA4"	"H2AC11"
"ITGA4"	"H2AC13"
"ITGA4"	"H2AC15"
"ITGA4"	"H2AC16"
"ITGA4"	"H2AC17"
"RPS2"	"H2AC11"
"RPS2"	"H2AC13"
"RPS2"	"H2AC15"
"RPS2"	"H2AC16"
"RPS2"	"H2AC17"
"ZSCAN20"	"H2AC11"
"ZSCAN20"	"H2AC13"
"ZSCAN20"	"H2AC15"
"ZSCAN20"	"H2AC16"
"ZSCAN20"	"H2AC17"
"ELK4"	"H2AC11"
"ELK4"	"H2AC13"
"ELK4"	"H2AC15"
"ELK4"	"H2AC16"
"ELK4"	"H2AC17"
"MCM5"	"H2AC11"
"MCM5"	"H2AC13"
"MCM5"	"H2AC15"
"MCM5"	"H2AC16"
"MCM5"	"H2AC17"
"MCM2"	"H2AC11"
"MCM2"	"H2AC13"
"MCM2"	"H2AC15"
"MCM2"	"H2AC16"
"MCM2"	"H2AC17"
"NAP1L1"	"H2AC11"
"NAP1L1"	"H2AC13"
"NAP1L1"	"H2AC15"
"NAP1L1"	"H2AC16"
"NAP1L1"	"H2AC17"
"YWHAZ"	"H2AC11"
"YWHAZ"	"H2AC13"
"YWHAZ"	"H2AC15"
"YWHAZ"	"H2AC16"
"YWHAZ"	"H2AC17"
"COASY"	"H2AC11"
"COASY"	"H2AC13"
"COASY"	"H2AC15"
"COASY"	"H2AC16"
"COASY"	"H2AC17"
"TRA2A"	"H2AC11"
"TRA2A"	"H2AC13"
"TRA2A"	"H2AC15"
"TRA2A"	"H2AC16"
"TRA2A"	"H2AC17"
"CUL1"	"H2AC11"
"CUL1"	"H2AC13"
"CUL1"	"H2AC15"
"CUL1"	"H2AC16"
"CUL1"	"H2AC17"
"CUL4A"	"H2AC11"
"CUL4A"	"H2AC13"
"CUL4A"	"H2AC15"
"CUL4A"	"H2AC16"
"CUL4A"	"H2AC17"
"CUL4B"	"H2AC11"
"CUL4B"	"H2AC13"
"CUL4B"	"H2AC15"
"CUL4B"	"H2AC16"
"CUL4B"	"H2AC17"
"NEDD8"	"H2AC11"
"NEDD8"	"H2AC13"
"NEDD8"	"H2AC15"
"NEDD8"	"H2AC16"
"NEDD8"	"H2AC17"
"RAB11B"	"H2AC11"
"RAB11B"	"H2AC13"
"RAB11B"	"H2AC15"
"RAB11B"	"H2AC16"
"RAB11B"	"H2AC17"
"VIRMA"	"H2AC11"
"VIRMA"	"H2AC13"
"VIRMA"	"H2AC15"
"VIRMA"	"H2AC16"
"VIRMA"	"H2AC17"
"CAND1"	"H2AC11"
"CAND1"	"H2AC13"
"CAND1"	"H2AC15"
"CAND1"	"H2AC16"
"CAND1"	"H2AC17"
"APLF"	"H2AC11"
"APLF"	"H2AC13"
"APLF"	"H2AC15"
"APLF"	"H2AC16"
"APLF"	"H2AC17"
"SIRT6"	"H2AC11"
