"Gene_A"	"Gene_B"
"SMN1"	"H4C6"
"SMN1"	"H4C8"
"SMN1"	"H4C9"
"SMN1"	"H4C11"
"SMN1"	"H4C12"
"SMN1"	"H4C13"
"SMN1"	"H4C14"
"SMN1"	"H4C15"
"SMN1"	"H4-16"
"SMN2"	"H4C1"
"SMN2"	"H4C2"
"SMN2"	"H4C3"
"SMN2"	"H4C4"
"SMN2"	"H4C5"
"SMN2"	"H4C6"
"SMN2"	"H4C8"
"SMN2"	"H4C9"
"SMN2"	"H4C11"
"SMN2"	"H4C12"
"SMN2"	"H4C13"
"SMN2"	"H4C14"
"SMN2"	"H4C15"
"SMN2"	"H4-16"
"FLJ13057"	"GAGE12B"
"FLJ13057"	"GAGE12C"
"FLJ13057"	"GAGE12D"
"FLJ13057"	"GAGE12E"
"GMCL2"	"GAGE12B"
"GMCL2"	"GAGE12C"
"GMCL2"	"GAGE12D"
"GMCL2"	"GAGE12E"
"GMCL1"	"GAGE12B"
"GMCL1"	"GAGE12C"
"GMCL1"	"GAGE12D"
"GMCL1"	"GAGE12E"
"HSP90AB1"	"BCR/ABL"
"HSP90AB1"	"FUSION"
"GRB2"	"BCR/ABL"
"GRB2"	"FUSION"
"EPS8"	"TEX28"
"EPS8"	"TEX28P1"
"EPS8"	"TEX28P2"
"XBP1"	"SSX4"
"XBP1"	"SSX4B"
"PAX9"	"SSX4"
"PAX9"	"SSX4B"
"HIF1A"	"SSX4"
"HIF1A"	"SSX4B"
"LZTR1"	"SSX4"
"LZTR1"	"SSX4B"
"PIK3R3"	"SERF1A"
"PIK3R3"	"SERF1B"
"IRF3"	"IFNA1"
"IRF3"	"IFNA13"
"IRF7"	"IFNA1"
"IRF7"	"IFNA13"
"FAM20C"	"PRH1"
"FAM20C"	"PRH2"
"H2BC11"	"H2AC4"
"H2BC11"	"H2AC8"
"ERCC6"	"H2AC4"
"ERCC6"	"H2AC8"
"EP300"	"H2AC4"
"EP300"	"H2AC8"
"HIST3H3"	"H2AC4"
"HIST3H3"	"H2AC8"
"SIRT5"	"H2AC4"
"SIRT5"	"H2AC8"
"TERF2IP"	"H2AC11"
"TERF2IP"	"H2AC13"
"TERF2IP"	"H2AC15"
"TERF2IP"	"H2AC16"
"TERF2IP"	"H2AC17"
"HTT"	"F8A1"
"HTT"	"F8A2"
"HTT"	"F8A3"
"SH3GLB1"	"F8A1"
"SH3GLB1"	"F8A2"
"SH3GLB1"	"F8A3"
"RPL4"	"RPL9"
"RPL4"	"RPL9P7"
"RPL4"	"RPL9P8"
"RPL4"	"RPL9P9"
"RPS19"	"RPL9"
"RPS19"	"RPL9P7"
"RPS19"	"RPL9P8"
"RPS19"	"RPL9P9"
"RPL3"	"RPL9"
"RPL3"	"RPL9P7"
"RPL3"	"RPL9P8"
"RPL3"	"RPL9P9"
"RPL5"	"RPL9"
"RPL5"	"RPL9P7"
"RPL5"	"RPL9P8"
"RPL5"	"RPL9P9"
"RPL21"	"RPL9"
"RPL21"	"RPL9P7"
"RPL21"	"RPL9P8"
"RPL21"	"RPL9P9"
"RPS5"	"RPL9"
"RPS5"	"RPL9P7"
"RPS5"	"RPL9P8"
"RPS5"	"RPL9P9"
"RPS10"	"RPL9"
"RPS10"	"RPL9P7"
"RPS10"	"RPL9P8"
"RPS10"	"RPL9P9"
"RPL29"	"RPL9"
"RPL29"	"RPL9P7"
"RPL29"	"RPL9P8"
"RPL29"	"RPL9P9"
"DHPS"	"RPL9"
"DHPS"	"RPL9P7"
"DHPS"	"RPL9P8"
"DHPS"	"RPL9P9"
"RPL14"	"RPL9"
"RPL14"	"RPL9P7"
"RPL14"	"RPL9P8"
"RPL14"	"RPL9P9"
"VCP"	"RPL9"
"VCP"	"RPL9P7"
"VCP"	"RPL9P8"
"VCP"	"RPL9P9"
"EIF6"	"RPL9"
"EIF6"	"RPL9P7"
"EIF6"	"RPL9P8"
"EIF6"	"RPL9P9"
"RPS20"	"RPL9"
"RPS20"	"RPL9P7"
"RPS20"	"RPL9P8"
"RPS20"	"RPL9P9"
"RPS3A"	"RPL9"
"RPS3A"	"RPL9P7"
"RPS3A"	"RPL9P8"
"RPS3A"	"RPL9P9"
"RPL15"	"RPL9"
"RPL15"	"RPL9P7"
"RPL15"	"RPL9P8"
"RPL15"	"RPL9P9"
"RPL27"	"RPL9"
"RPL27"	"RPL9P7"
"RPL27"	"RPL9P8"
"RPL27"	"RPL9P9"
"RPL37A"	"RPL9"
"RPL37A"	"RPL9P7"
"RPL37A"	"RPL9P8"
"RPL37A"	"RPL9P9"
"RPS8"	"RPL9"
"RPS8"	"RPL9P7"
"RPS8"	"RPL9P8"
"RPS8"	"RPL9P9"
"RPS15A"	"RPL9"
"RPS15A"	"RPL9P7"
"RPS15A"	"RPL9P8"
"RPS15A"	"RPL9P9"
"RPS16"	"RPL9"
"RPS16"	"RPL9P7"
"RPS16"	"RPL9P8"
"RPS16"	"RPL9P9"
"RPS14"	"RPL9"
"RPS14"	"RPL9P7"
"RPS14"	"RPL9P8"
"RPS14"	"RPL9P9"
"RPS23"	"RPL9"
"RPS23"	"RPL9P7"
"RPS23"	"RPL9P8"
"RPS23"	"RPL9P9"
"RPS13"	"RPL9"
"RPS13"	"RPL9P7"
"RPS13"	"RPL9P8"
"RPS13"	"RPL9P9"
"RPS11"	"RPL9"
"RPS11"	"RPL9P7"
"RPS11"	"RPL9P8"
"RPS11"	"RPL9P9"
"RPL7A"	"RPL9"
"RPL7A"	"RPL9P7"
"RPL7A"	"RPL9P8"
"RPL7A"	"RPL9P9"
"RPS4X"	"RPL9"
"RPS4X"	"RPL9P7"
"RPS4X"	"RPL9P8"
"RPS4X"	"RPL9P9"
"RPL23A"	"RPL9"
"RPL23A"	"RPL9P7"
"RPL23A"	"RPL9P8"
"RPL23A"	"RPL9P9"
"RPS6"	"RPL9"
"RPS6"	"RPL9P7"
"RPS6"	"RPL9P8"
"RPS6"	"RPL9P9"
"RPL23"	"RPL9"
"RPL23"	"RPL9P7"
"RPL23"	"RPL9P8"
"RPL23"	"RPL9P9"
"RPS26"	"RPL9"
"RPS26"	"RPL9P7"
"RPS26"	"RPL9P8"
"RPS26"	"RPL9P9"
"RPL31"	"RPL9"
"RPL31"	"RPL9P7"
"RPL31"	"RPL9P8"
"RPL31"	"RPL9P9"
"RPL10A"	"RPL9"
"RPL10A"	"RPL9P7"
"RPL10A"	"RPL9P8"
"RPL10A"	"RPL9P9"
"RPL32"	"RPL9"
"RPL32"	"RPL9P7"
"RPL32"	"RPL9P8"
"RPL32"	"RPL9P9"
"RPL11"	"RPL9"
"RPL11"	"RPL9P7"
"RPL11"	"RPL9P8"
"RPL11"	"RPL9P9"
"RPL8"	"RPL9"
"RPL8"	"RPL9P7"
"RPL8"	"RPL9P8"
"RPL8"	"RPL9P9"
"RPL24"	"RPL9"
"RPL24"	"RPL9P7"
"RPL24"	"RPL9P8"
"RPL24"	"RPL9P9"
"RPL19"	"RPL9"
"RPL19"	"RPL9P7"
"RPL19"	"RPL9P8"
"RPL19"	"RPL9P9"
"RPL18A"	"RPL9"
"RPL18A"	"RPL9P7"
"RPL18A"	"RPL9P8"
"RPL18A"	"RPL9P9"
"RPL6"	"RPL9"
"RPL6"	"RPL9P7"
"RPL6"	"RPL9P8"
"RPL6"	"RPL9P9"
"RPL18"	"RPL9"
"RPL18"	"RPL9P7"
"RPL18"	"RPL9P8"
"RPL18"	"RPL9P9"
"CALCOCO2"	"RPL9"
"CALCOCO2"	"RPL9P7"
"CALCOCO2"	"RPL9P8"
"CALCOCO2"	"RPL9P9"
"CCDC184"	"RPL9"
"CCDC184"	"RPL9P7"
"CCDC184"	"RPL9P8"
"CCDC184"	"RPL9P9"
"Q53G83"	"RPL9"
"Q53G83"	"RPL9P7"
"Q53G83"	"RPL9P8"
"Q53G83"	"RPL9P9"
"MTUS2"	"RPL9"
"MTUS2"	"RPL9P7"
"MTUS2"	"RPL9P8"
"MTUS2"	"RPL9P9"
"HMBOX1"	"RPL9"
"HMBOX1"	"RPL9P7"
"HMBOX1"	"RPL9P8"
"HMBOX1"	"RPL9P9"
"HOMEZ"	"RPL9"
"HOMEZ"	"RPL9P7"
"HOMEZ"	"RPL9P8"
"HOMEZ"	"RPL9P9"
"FAM9B"	"RPL9"
"FAM9B"	"RPL9P7"
"FAM9B"	"RPL9P8"
"FAM9B"	"RPL9P9"
"CBY2"	"RPL9"
"CBY2"	"RPL9P7"
"CBY2"	"RPL9P8"
"CBY2"	"RPL9P9"
"CEP76"	"RPL9"
"CEP76"	"RPL9P7"
"CEP76"	"RPL9P8"
"CEP76"	"RPL9P9"
"UBALD1"	"RPL9"
"UBALD1"	"RPL9P7"
"UBALD1"	"RPL9P8"
"UBALD1"	"RPL9P9"
"ZBTB8A"	"RPL9"
"ZBTB8A"	"RPL9P7"
"ZBTB8A"	"RPL9P8"
"ZBTB8A"	"RPL9P9"
"TIFA"	"RPL9"
"TIFA"	"RPL9P7"
"TIFA"	"RPL9P8"
"TIFA"	"RPL9P9"
"KXD1"	"RPL9"
"KXD1"	"RPL9P7"
"KXD1"	"RPL9P8"
"KXD1"	"RPL9P9"
"ARL15"	"RPL9"
"ARL15"	"RPL9P7"
"ARL15"	"RPL9P8"
"ARL15"	"RPL9P9"
"PNMA2"	"RPL9"
"PNMA2"	"RPL9P7"
"PNMA2"	"RPL9P8"
"PNMA2"	"RPL9P9"
"HEL-S-70"	"RPL9"
"HEL-S-70"	"RPL9P7"
"HEL-S-70"	"RPL9P8"
"HEL-S-70"	"RPL9P9"
"ANKRD45"	"MAGEA2"
"ANKRD45"	"MAGEA2B"
"P4HA3"	"MAGEA2"
"P4HA3"	"MAGEA2B"
"CEP57"	"MAGEA2"
"CEP57"	"MAGEA2B"
"CEP57L1"	"MAGEA2"
"CEP57L1"	"MAGEA2B"
"ZNF655"	"MAGEA2"
"ZNF655"	"MAGEA2B"
"SEPTIN5"	"MAGEA2"
"SEPTIN5"	"MAGEA2B"
"TRIM31"	"MAGEA2"
"TRIM31"	"MAGEA2B"
"5-Sep"	"MAGEA2"
"5-Sep"	"MAGEA2B"
"APPL1"	"MAGEA9"
"APPL1"	"MAGEA9B"
"EP300"	"H4C1"
"EP300"	"H4C2"
"EP300"	"H4C3"
"EP300"	"H4C4"
"EP300"	"H4C5"
"EP300"	"H4C6"
"EP300"	"H4C8"
"EP300"	"H4C9"
"EP300"	"H4C11"
"EP300"	"H4C12"
"EP300"	"H4C13"
"EP300"	"H4C14"
"EP300"	"H4C15"
"EP300"	"H4-16"
"BPTF"	"H4C1"
"BPTF"	"H4C2"
"BPTF"	"H4C3"
"BPTF"	"H4C4"
"BPTF"	"H4C5"
"BPTF"	"H4C6"
"BPTF"	"H4C8"
"BPTF"	"H4C9"
"BPTF"	"H4C11"
"BPTF"	"H4C12"
"BPTF"	"H4C13"
"BPTF"	"H4C14"
"BPTF"	"H4C15"
"BPTF"	"H4-16"
"TP53BP1"	"H4C1"
"TP53BP1"	"H4C2"
"TP53BP1"	"H4C3"
"TP53BP1"	"H4C4"
"TP53BP1"	"H4C5"
"TP53BP1"	"H4C6"
"TP53BP1"	"H4C8"
"TP53BP1"	"H4C9"
"TP53BP1"	"H4C11"
"TP53BP1"	"H4C12"
"TP53BP1"	"H4C13"
"TP53BP1"	"H4C14"
"TP53BP1"	"H4C15"
"TP53BP1"	"H4-16"
"HDAC1"	"H4C1"
"HDAC1"	"H4C2"
"HDAC1"	"H4C3"
"HDAC1"	"H4C4"
"HDAC1"	"H4C5"
"HDAC1"	"H4C6"
"HDAC1"	"H4C8"
"HDAC1"	"H4C9"
"HDAC1"	"H4C11"
"HDAC1"	"H4C12"
"HDAC1"	"H4C13"
"HDAC1"	"H4C14"
"HDAC1"	"H4C15"
"HDAC1"	"H4-16"
"TWIST1"	"H4C1"
"TWIST1"	"H4C2"
"TWIST1"	"H4C3"
"TWIST1"	"H4C4"
"TWIST1"	"H4C5"
"TWIST1"	"H4C6"
"TWIST1"	"H4C8"
"TWIST1"	"H4C9"
"TWIST1"	"H4C11"
"TWIST1"	"H4C12"
"TWIST1"	"H4C13"
"TWIST1"	"H4C14"
"TWIST1"	"H4C15"
"TWIST1"	"H4-16"
"RBBP7"	"H4C1"
"RBBP7"	"H4C2"
"RBBP7"	"H4C3"
"RBBP7"	"H4C4"
"RBBP7"	"H4C5"
"RBBP7"	"H4C6"
"RBBP7"	"H4C8"
"RBBP7"	"H4C9"
"RBBP7"	"H4C11"
"RBBP7"	"H4C12"
"RBBP7"	"H4C13"
"RBBP7"	"H4C14"
"RBBP7"	"H4C15"
"RBBP7"	"H4-16"
"HIST3H3"	"H4C1"
"HIST3H3"	"H4C2"
"HIST3H3"	"H4C3"
"HIST3H3"	"H4C4"
"HIST3H3"	"H4C5"
"HIST3H3"	"H4C6"
"HIST3H3"	"H4C8"
"HIST3H3"	"H4C9"
"HIST3H3"	"H4C11"
"HIST3H3"	"H4C12"
"HIST3H3"	"H4C13"
"HIST3H3"	"H4C14"
"HIST3H3"	"H4C15"
"HIST3H3"	"H4-16"
"JMJD6"	"H4C1"
"JMJD6"	"H4C2"
"JMJD6"	"H4C3"
"JMJD6"	"H4C4"
"JMJD6"	"H4C5"
"JMJD6"	"H4C6"
"JMJD6"	"H4C8"
"JMJD6"	"H4C9"
"JMJD6"	"H4C11"
"JMJD6"	"H4C12"
"JMJD6"	"H4C13"
"JMJD6"	"H4C14"
"JMJD6"	"H4C15"
"JMJD6"	"H4-16"
"ATAD2"	"H4C1"
"ATAD2"	"H4C2"
"ATAD2"	"H4C3"
"ATAD2"	"H4C4"
"ATAD2"	"H4C5"
"ATAD2"	"H4C6"
"ATAD2"	"H4C8"
"ATAD2"	"H4C9"
"ATAD2"	"H4C11"
"ATAD2"	"H4C12"
"ATAD2"	"H4C13"
"ATAD2"	"H4C14"
"ATAD2"	"H4C15"
"ATAD2"	"H4-16"
"SIAH1"	"H4C1"
"SIAH1"	"H4C2"
"SIAH1"	"H4C3"
"SIAH1"	"H4C4"
"SIAH1"	"H4C5"
"SIAH1"	"H4C6"
"SIAH1"	"H4C8"
"SIAH1"	"H4C9"
"SIAH1"	"H4C11"
"SIAH1"	"H4C12"
"SIAH1"	"H4C13"
"SIAH1"	"H4C14"
"SIAH1"	"H4C15"
"SIAH1"	"H4-16"
"HJURP"	"H4C1"
"HJURP"	"H4C2"
"HJURP"	"H4C3"
"HJURP"	"H4C4"
"HJURP"	"H4C5"
"HJURP"	"H4C6"
"HJURP"	"H4C8"
"HJURP"	"H4C9"
"HJURP"	"H4C11"
"HJURP"	"H4C12"
"HJURP"	"H4C13"
"HJURP"	"H4C14"
"HJURP"	"H4C15"
"HJURP"	"H4-16"
"SETD7"	"H4C1"
"SETD7"	"H4C2"
"SETD7"	"H4C3"
"SETD7"	"H4C4"
"SETD7"	"H4C5"
"SETD7"	"H4C6"
"SETD7"	"H4C8"
"SETD7"	"H4C9"
"SETD7"	"H4C11"
"SETD7"	"H4C12"
"SETD7"	"H4C13"
"SETD7"	"H4C14"
"SETD7"	"H4C15"
"SETD7"	"H4-16"
"ESR2"	"H4C1"
"ESR2"	"H4C2"
"ESR2"	"H4C3"
"ESR2"	"H4C4"
"ESR2"	"H4C5"
"ESR2"	"H4C6"
"ESR2"	"H4C8"
"ESR2"	"H4C9"
"ESR2"	"H4C11"
"ESR2"	"H4C12"
"ESR2"	"H4C13"
"ESR2"	"H4C14"
"ESR2"	"H4C15"
"ESR2"	"H4-16"
"DPF3"	"H4C1"
"DPF3"	"H4C2"
"DPF3"	"H4C3"
"DPF3"	"H4C4"
"DPF3"	"H4C5"
"DPF3"	"H4C6"
"DPF3"	"H4C8"
"DPF3"	"H4C9"
"DPF3"	"H4C11"
"DPF3"	"H4C12"
"DPF3"	"H4C13"
"DPF3"	"H4C14"
"DPF3"	"H4C15"
"DPF3"	"H4-16"
"CREBBP"	"H4C1"
"CREBBP"	"H4C2"
"CREBBP"	"H4C3"
"CREBBP"	"H4C4"
"CREBBP"	"H4C5"
"CREBBP"	"H4C6"
"CREBBP"	"H4C8"
"CREBBP"	"H4C9"
"CREBBP"	"H4C11"
"CREBBP"	"H4C12"
"CREBBP"	"H4C13"
"CREBBP"	"H4C14"
"CREBBP"	"H4C15"
"CREBBP"	"H4-16"
"KAT6A"	"H4C1"
"KAT6A"	"H4C2"
"KAT6A"	"H4C3"
"KAT6A"	"H4C4"
"KAT6A"	"H4C5"
"KAT6A"	"H4C6"
"KAT6A"	"H4C8"
"KAT6A"	"H4C9"
"KAT6A"	"H4C11"
"KAT6A"	"H4C12"
"KAT6A"	"H4C13"
"KAT6A"	"H4C14"
"KAT6A"	"H4C15"
"KAT6A"	"H4-16"
"KAT2A"	"H4C1"
"KAT2A"	"H4C2"
"KAT2A"	"H4C3"
"KAT2A"	"H4C4"
"KAT2A"	"H4C5"
"KAT2A"	"H4C6"
"KAT2A"	"H4C8"
"KAT2A"	"H4C9"
"KAT2A"	"H4C11"
"KAT2A"	"H4C12"
"KAT2A"	"H4C13"
"KAT2A"	"H4C14"
"KAT2A"	"H4C15"
"KAT2A"	"H4-16"
"KAT2B"	"H4C1"
"KAT2B"	"H4C2"
"KAT2B"	"H4C3"
"KAT2B"	"H4C4"
"KAT2B"	"H4C5"
"KAT2B"	"H4C6"
"KAT2B"	"H4C8"
"KAT2B"	"H4C9"
"KAT2B"	"H4C11"
"KAT2B"	"H4C12"
"KAT2B"	"H4C13"
"KAT2B"	"H4C14"
"KAT2B"	"H4C15"
"KAT2B"	"H4-16"
"KAT5"	"H4C1"
"KAT5"	"H4C2"
"KAT5"	"H4C3"
"KAT5"	"H4C4"
"KAT5"	"H4C5"
"KAT5"	"H4C6"
"KAT5"	"H4C8"
"KAT5"	"H4C9"
"KAT5"	"H4C11"
"KAT5"	"H4C12"
"KAT5"	"H4C13"
"KAT5"	"H4C14"
"KAT5"	"H4C15"
"KAT5"	"H4-16"
"TONSL"	"H4C1"
"TONSL"	"H4C2"
"TONSL"	"H4C3"
"TONSL"	"H4C4"
"TONSL"	"H4C5"
"TONSL"	"H4C6"
"TONSL"	"H4C8"
"TONSL"	"H4C9"
"TONSL"	"H4C11"
"TONSL"	"H4C12"
"TONSL"	"H4C13"
"TONSL"	"H4C14"
"TONSL"	"H4C15"
"TONSL"	"H4-16"
"NSD1"	"H4C1"
"NSD1"	"H4C2"
"NSD1"	"H4C3"
"NSD1"	"H4C4"
"NSD1"	"H4C5"
"NSD1"	"H4C6"
"NSD1"	"H4C8"
"NSD1"	"H4C9"
"NSD1"	"H4C11"
"NSD1"	"H4C12"
"NSD1"	"H4C13"
"NSD1"	"H4C14"
"NSD1"	"H4C15"
"NSD1"	"H4-16"
"PRMT6"	"H4C1"
"PRMT6"	"H4C2"
"PRMT6"	"H4C3"
"PRMT6"	"H4C4"
"PRMT6"	"H4C5"
"PRMT6"	"H4C6"
"PRMT6"	"H4C8"
"PRMT6"	"H4C9"
"PRMT6"	"H4C11"
"PRMT6"	"H4C12"
"PRMT6"	"H4C13"
"PRMT6"	"H4C14"
"PRMT6"	"H4C15"
"PRMT6"	"H4-16"
"PRMT1"	"H4C1"
"PRMT1"	"H4C2"
"PRMT1"	"H4C3"
"PRMT1"	"H4C4"
"PRMT1"	"H4C5"
"PRMT1"	"H4C6"
"PRMT1"	"H4C8"
"PRMT1"	"H4C9"
"PRMT1"	"H4C11"
"PRMT1"	"H4C12"
"PRMT1"	"H4C13"
"PRMT1"	"H4C14"
"PRMT1"	"H4C15"
"PRMT1"	"H4-16"
"KAT8"	"H4C1"
"KAT8"	"H4C2"
"KAT8"	"H4C3"
"KAT8"	"H4C4"
"KAT8"	"H4C5"
"KAT8"	"H4C6"
"KAT8"	"H4C8"
"KAT8"	"H4C9"
"KAT8"	"H4C11"
"KAT8"	"H4C12"
"KAT8"	"H4C13"
"KAT8"	"H4C14"
"KAT8"	"H4C15"
"KAT8"	"H4-16"
"KAT14"	"H4C1"
"KAT14"	"H4C2"
"KAT14"	"H4C3"
"KAT14"	"H4C4"
"KAT14"	"H4C5"
"KAT14"	"H4C6"
"KAT14"	"H4C8"
"KAT14"	"H4C9"
"KAT14"	"H4C11"
"KAT14"	"H4C12"
"KAT14"	"H4C13"
"KAT14"	"H4C14"
"KAT14"	"H4C15"
"KAT14"	"H4-16"
"BRD9"	"H4C1"
"BRD9"	"H4C2"
"BRD9"	"H4C3"
"BRD9"	"H4C4"
"BRD9"	"H4C5"
"BRD9"	"H4C6"
"BRD9"	"H4C8"
"BRD9"	"H4C9"
"BRD9"	"H4C11"
"BRD9"	"H4C12"
"BRD9"	"H4C13"
"BRD9"	"H4C14"
"BRD9"	"H4C15"
"BRD9"	"H4-16"
"KMT5A"	"H4C1"
"KMT5A"	"H4C2"
"KMT5A"	"H4C3"
"KMT5A"	"H4C4"
"KMT5A"	"H4C5"
"KMT5A"	"H4C6"
"KMT5A"	"H4C8"
"KMT5A"	"H4C9"
"KMT5A"	"H4C11"
"KMT5A"	"H4C12"
"KMT5A"	"H4C13"
"KMT5A"	"H4C14"
"KMT5A"	"H4C15"
"KMT5A"	"H4-16"
"ASF1B"	"H4C1"
"ASF1B"	"H4C2"
"ASF1B"	"H4C3"
"ASF1B"	"H4C4"
"ASF1B"	"H4C5"
"ASF1B"	"H4C6"
"ASF1B"	"H4C8"
"ASF1B"	"H4C9"
"ASF1B"	"H4C11"
"ASF1B"	"H4C12"
"ASF1B"	"H4C13"
"ASF1B"	"H4C14"
"ASF1B"	"H4C15"
"ASF1B"	"H4-16"
"SIRT5"	"H4C1"
"SIRT5"	"H4C2"
"SIRT5"	"H4C3"
"SIRT5"	"H4C4"
"SIRT5"	"H4C5"
"SIRT5"	"H4C6"
"SIRT5"	"H4C8"
"SIRT5"	"H4C9"
"SIRT5"	"H4C11"
"SIRT5"	"H4C12"
"SIRT5"	"H4C13"
"SIRT5"	"H4C14"
"SIRT5"	"H4C15"
"SIRT5"	"H4-16"
"TERF2IP"	"H4C1"
"TERF2IP"	"H4C2"
"TERF2IP"	"H4C3"
"TERF2IP"	"H4C4"
"TERF2IP"	"H4C5"
"TERF2IP"	"H4C6"
"TERF2IP"	"H4C8"
"TERF2IP"	"H4C9"
"TERF2IP"	"H4C11"
"TERF2IP"	"H4C12"
"TERF2IP"	"H4C13"
"TERF2IP"	"H4C14"
"TERF2IP"	"H4C15"
"TERF2IP"	"H4-16"
"DAXX"	"H4C1"
"DAXX"	"H4C2"
"DAXX"	"H4C3"
"DAXX"	"H4C4"
"DAXX"	"H4C5"
"DAXX"	"H4C6"
"DAXX"	"H4C8"
"DAXX"	"H4C9"
"DAXX"	"H4C11"
"DAXX"	"H4C12"
"DAXX"	"H4C13"
"DAXX"	"H4C14"
"DAXX"	"H4C15"
"DAXX"	"H4-16"
"ASF1A"	"H4C1"
"ASF1A"	"H4C2"
"ASF1A"	"H4C3"
"ASF1A"	"H4C4"
"ASF1A"	"H4C5"
"ASF1A"	"H4C6"
"ASF1A"	"H4C8"
"ASF1A"	"H4C9"
"ASF1A"	"H4C11"
"ASF1A"	"H4C12"
"ASF1A"	"H4C13"
"ASF1A"	"H4C14"
"ASF1A"	"H4C15"
"ASF1A"	"H4-16"
"SUPT16H"	"H4C1"
"SUPT16H"	"H4C2"
"SUPT16H"	"H4C3"
"SUPT16H"	"H4C4"
"SUPT16H"	"H4C5"
"SUPT16H"	"H4C6"
"SUPT16H"	"H4C8"
"SUPT16H"	"H4C9"
"SUPT16H"	"H4C11"
"SUPT16H"	"H4C12"
"SUPT16H"	"H4C13"
"SUPT16H"	"H4C14"
"SUPT16H"	"H4C15"
"SUPT16H"	"H4-16"
"NCOA3"	"H4C1"
"NCOA3"	"H4C2"
"NCOA3"	"H4C3"
"NCOA3"	"H4C4"
"NCOA3"	"H4C5"
"NCOA3"	"H4C6"
"NCOA3"	"H4C8"
"NCOA3"	"H4C9"
"NCOA3"	"H4C11"
"NCOA3"	"H4C12"
"NCOA3"	"H4C13"
"NCOA3"	"H4C14"
"NCOA3"	"H4C15"
"NCOA3"	"H4-16"
"TP53BP2"	"H2BC4"
"TP53BP2"	"H2BC6"
"TP53BP2"	"H2BC7"
"TP53BP2"	"H2BC8"
"TP53BP2"	"H2BC10"
"SIRT5"	"H2BC4"
"SIRT5"	"H2BC6"
"SIRT5"	"H2BC7"
"SIRT5"	"H2BC8"
"SIRT5"	"H2BC10"
"CBX1"	"H3C1"
"CBX1"	"H3C2"
"CBX1"	"H3C3"
"CBX1"	"H3C4"
"CBX1"	"H3C6"
"CBX1"	"H3C7"
"CBX1"	"H3C8"
"CBX1"	"H3C10"
"CBX1"	"H3C11"
"CBX1"	"H3C12"
"MLLT1"	"H3C1"
"MLLT1"	"H3C2"
"MLLT1"	"H3C3"
"MLLT1"	"H3C4"
"MLLT1"	"H3C6"
"MLLT1"	"H3C7"
"MLLT1"	"H3C8"
"MLLT1"	"H3C10"
"MLLT1"	"H3C11"
"MLLT1"	"H3C12"
"KMT2A"	"H3C1"
"KMT2A"	"H3C2"
"KMT2A"	"H3C3"
"KMT2A"	"H3C4"
"KMT2A"	"H3C6"
"KMT2A"	"H3C7"
"KMT2A"	"H3C8"
"KMT2A"	"H3C10"
"KMT2A"	"H3C11"
"KMT2A"	"H3C12"
"RBBP4"	"H3C1"
"RBBP4"	"H3C2"
"RBBP4"	"H3C3"
"RBBP4"	"H3C4"
"RBBP4"	"H3C6"
"RBBP4"	"H3C7"
"RBBP4"	"H3C8"
"RBBP4"	"H3C10"
"RBBP4"	"H3C11"
"RBBP4"	"H3C12"
"EP300"	"H3C1"
"EP300"	"H3C2"
"EP300"	"H3C3"
"EP300"	"H3C4"
"EP300"	"H3C6"
"EP300"	"H3C7"
"EP300"	"H3C8"
"EP300"	"H3C10"
"EP300"	"H3C11"
"EP300"	"H3C12"
"BPTF"	"H3C1"
"BPTF"	"H3C2"
"BPTF"	"H3C3"
"BPTF"	"H3C4"
"BPTF"	"H3C6"
"BPTF"	"H3C7"
"BPTF"	"H3C8"
"BPTF"	"H3C10"
"BPTF"	"H3C11"
"BPTF"	"H3C12"
"TP53BP1"	"H3C1"
"TP53BP1"	"H3C2"
"TP53BP1"	"H3C3"
"TP53BP1"	"H3C4"
"TP53BP1"	"H3C6"
"TP53BP1"	"H3C7"
"TP53BP1"	"H3C8"
"TP53BP1"	"H3C10"
"TP53BP1"	"H3C11"
"TP53BP1"	"H3C12"
"CHAF1A"	"H3C1"
"CHAF1A"	"H3C2"
"CHAF1A"	"H3C3"
"CHAF1A"	"H3C4"
"CHAF1A"	"H3C6"
"CHAF1A"	"H3C7"
"CHAF1A"	"H3C8"
"CHAF1A"	"H3C10"
"CHAF1A"	"H3C11"
"CHAF1A"	"H3C12"
"CHAF1B"	"H3C1"
"CHAF1B"	"H3C2"
"CHAF1B"	"H3C3"
"CHAF1B"	"H3C4"
"CHAF1B"	"H3C6"
"CHAF1B"	"H3C7"
"CHAF1B"	"H3C8"
"CHAF1B"	"H3C10"
"CHAF1B"	"H3C11"
"CHAF1B"	"H3C12"
"CBX3"	"H3C1"
"CBX3"	"H3C2"
"CBX3"	"H3C3"
"CBX3"	"H3C4"
"CBX3"	"H3C6"
"CBX3"	"H3C7"
"CBX3"	"H3C8"
"CBX3"	"H3C10"
"CBX3"	"H3C11"
"CBX3"	"H3C12"
"MORC3"	"H3C1"
"MORC3"	"H3C2"
"MORC3"	"H3C3"
"MORC3"	"H3C4"
"MORC3"	"H3C6"
"MORC3"	"H3C7"
"MORC3"	"H3C8"
"MORC3"	"H3C10"
"MORC3"	"H3C11"
"MORC3"	"H3C12"
"CHD4"	"H3C1"
"CHD4"	"H3C2"
"CHD4"	"H3C3"
"CHD4"	"H3C4"
"CHD4"	"H3C6"
